Date,Nifty,CCIL,Mibor,Gold,Hybrid
12-03-2012,27804.37,2033.66,215.89,25762.35,3397.77
13-03-2012,27729.67,2032.94,215.93,25658.84,3391.01
14-03-2012,27895.97,2027.18,215.98,25614.94,3402.37
15-03-2012,27811.84,2023.4,216.11,25626.32,3393.27
16-03-2012,27645.15,2020.26,216.15,25845.03,3377.43
17-03-2012,27780.83,2020.35,216.19,25633.55,3389.1
18-03-2012,28020.87,2024.7,216.23,25528.78,3411.82
19-03-2012,27945.8,2027.83,216.28,25370.29,3406.96
20-03-2012,28092.79,2031.51,216.4,25454.31,3421.39
21-03-2012,28208.76,2035.27,216.44,25443.23,3433.2
22-03-2012,28171.69,2037.61,216.49,25210.06,3431.19
23-03-2012,27687.72,2035.49,216.53,25262.86,3388.69
24-03-2012,27573.66,2035.35,216.57,25236.53,3378.86
25-03-2012,27661.4,2035.55,216.7,25346.33,3386.47
26-03-2012,27961.19,2025.41,216.74,25253.09,3407.07
27-03-2012,27932.9,2027.3,216.79,25132.09,3405.59
28-03-2012,28198.29,2031.41,216.83,25093.52,3430.37
29-03-2012,28446.12,2031.28,216.87,24977.86,3451.53
30-03-2012,28463.31,2031.5,217,24748.14,3453.11
31-03-2012,28420.12,2033.5,217.04,23978.34,3450.41
01-04-2012,28182.14,2032.88,217.09,24069.28,3429.73
02-04-2012,28504.93,2033.95,217.13,23890.97,3457.9
03-04-2012,28370.84,2035.37,217.17,23964.34,3447.13
04-04-2012,28112.31,2036.67,217.3,24216.55,3425.64
05-04-2012,27561.38,2037.2,217.34,24149.55,3378.73
06-04-2012,27459.23,2041.88,217.39,24018.33,3372.32
07-04-2012,27563.43,2044.91,217.43,24056.11,3382.76
08-04-2012,27705.35,2044.2,217.47,24005.69,3394.55
09-04-2012,28114.56,2045.14,217.6,24095.98,3430.07
10-04-2012,28187.06,2049.41,217.64,23965.3,3438.41
11-04-2012,28071.93,2046.67,217.69,23844.5,3427.18
12-04-2012,28223.08,2044.03,217.73,23752.38,3438.8
13-04-2012,28298.13,2046.38,217.77,23859.28,3446.41
14-04-2012,28236.39,2048.35,217.9,23970.54,3442.1
15-04-2012,28101.72,2051.57,217.94,24209.09,3432.18
16-04-2012,27866.09,2050.64,217.99,24521.05,3411.54
17-04-2012,27512.26,2051.67,218.03,25083.39,3381.76
18-04-2012,27549.53,2056.6,218.07,24988.34,3387.41
19-04-2012,28067.31,2060.16,218.2,24938.67,3433.53
20-04-2012,27878.27,2062.65,218.25,25136.46,3418.59
21-04-2012,27831.54,2063.1,218.29,25150.94,3414.81
22-04-2012,27931.64,2063.18,218.33,25386.89,3423.42
23-04-2012,27607.82,2065.56,218.38,25933.64,3396.88
24-04-2012,27366.07,2060.27,218.51,26350.82,3373.54
25-04-2012,25741.56,2052.85,218.55,26524.58,3230.72
26-04-2012,26032.38,2053.47,218.59,25984.56,3255.93
27-04-2012,25714.66,2059.27,218.64,25533.52,3231.63
28-04-2012,26231.19,2063.75,218.68,25523.41,3278.1
29-04-2012,26392.38,2063.19,218.81,25781.29,3291.62
30-04-2012,26283.09,2063.3,218.85,25895.86,3282.31
01-05-2012,25696.44,2064.94,218.9,26012.32,3232.9
02-05-2012,25453.56,2067.03,218.94,25803.53,3213.15
03-05-2012,25764.78,2067.93,218.98,25564.08,3240.25
04-05-2012,25201.9,2067.18,219.11,25738.71,3191.67
05-05-2012,24893.81,2066.07,219.15,25735,3164.73
06-05-2012,25317.87,2066.67,219.2,25560.2,3201.35
07-05-2012,25719.58,2068.79,219.24,25326.16,3236.81
08-05-2012,25622.17,2067.45,219.28,25328.72,3227.8
09-05-2012,25610.21,2067.81,219.41,25223.46,3226.95
10-05-2012,25856.7,2070.88,219.46,25251.57,3249.59
11-05-2012,25705.93,2071.38,219.5,25244.81,3236.93
12-05-2012,25963.97,2071.72,219.55,25480.03,3259.2
13-05-2012,25963.97,2072.17,219.59,25692.44,3259.43
14-05-2012,26218.91,2078.67,219.72,25794.6,3284.5
15-05-2012,26192.98,2081.41,219.77,25587.55,3283.65
16-05-2012,25651.84,2080.8,219.81,25480.04,3237.01
17-05-2012,25822.99,2080.27,219.85,25713.64,3251.4
18-05-2012,25863.5,2080.6,219.9,26221.31,3255.04
19-05-2012,25863.5,2081.05,220.03,26068.4,3255.26
20-05-2012,25616.84,2082.29,220.07,25783.51,3234.76
21-05-2012,25778.66,2094.79,220.12,25512.32,3254.87
22-05-2012,26154.83,2104.39,220.16,25107.49,3291.88
23-05-2012,26220.95,2104.83,220.2,25118.4,3297.76
24-05-2012,26220.95,2105.28,220.33,25568.97,3297.99
25-05-2012,26785.55,2110.09,220.37,25425.21,3348.74
26-05-2012,26932.88,2108.54,220.41,25677.43,3360.58
27-05-2012,27035.85,2107.41,220.45,25551.86,3368.83
28-05-2012,26845.81,2108.6,220.49,25373.74,3353.15
29-05-2012,27079.51,2111.03,220.61,25771.96,3374.38
30-05-2012,26904.11,2110.42,220.66,25922.1,3359.05
31-05-2012,26846.53,2108.14,220.7,26150.85,3352.99
01-06-2012,26779.66,2110.23,220.74,26369.99,3348.3
02-06-2012,27010.14,2111.39,220.78,26340.98,3368.62
03-06-2012,27214.6,2111.27,220.9,26178.87,3386.06
04-06-2012,27364.92,2112.13,220.95,26115.67,3399.37
05-06-2012,27306.83,2111.41,220.99,26284.3,3394.04
06-06-2012,27287.66,2110.87,221.03,26131.83,3392.12
07-06-2012,27287.66,2111.32,221.07,25993.81,3392.35
08-06-2012,27470.81,2112.45,221.2,25966.8,3408.6
09-06-2012,27361.96,2110.68,221.24,25954.46,3398.39
10-06-2012,27253.44,2110.73,221.28,26114.96,3389.12
11-06-2012,27039.76,2111.4,221.32,25809.2,3371.16
12-06-2012,26838.14,2110.21,221.36,25776.85,3353.3
13-06-2012,26656.83,2109.65,221.49,25687.04,3337.49
14-06-2012,26559.15,2111.8,221.53,25547.16,3330.2
15-06-2012,26590.59,2112.97,221.57,25186.09,3333.48
16-06-2012,26552.92,2110.68,221.61,24972.58,3329.11
17-06-2012,26304.2,2109.51,221.65,24988.94,3307.23
18-06-2012,26265.24,2109.34,221.77,24747.28,3303.81
19-06-2012,26121.4,2104.22,221.82,24951.47,3288.93
20-06-2012,25743.26,2106.61,221.86,24798.52,3257.75
21-06-2012,25866.95,2107.07,221.9,24662.45,3268.56
22-06-2012,25866.95,2107.52,221.95,24631.99,3268.79
23-06-2012,25610.53,2112.11,222.07,24603.34,3249.13
24-06-2012,25760.1,2115.55,222.11,24520.74,3263.65
25-06-2012,25864.47,2114.11,222.16,24273.16,3271.87
26-06-2012,25482.52,2111.15,222.2,24309.92,3237.69
27-06-2012,25841.92,2113.91,222.24,24586.68,3269.84
28-06-2012,25868.49,2109.52,222.37,24477.03,3269.92
29-06-2012,25819.34,2109.12,222.41,24402.36,3265.51
30-06-2012,25775.74,2110.43,222.46,24493.53,3262.44
01-07-2012,25775.74,2110.89,222.5,24439.12,3262.66
02-07-2012,25958.63,2109.89,222.54,24533.08,3277.83
03-07-2012,26128.2,2106.93,222.67,24348.41,3290.87
04-07-2012,26145.67,2105.78,222.71,24314.56,3291.79
05-07-2012,26169.41,2108.63,222.75,24419.9,3295.25
06-07-2012,26117.85,2112.74,222.79,24116.04,3292.88
07-07-2012,25886.62,2115.57,222.83,24391.89,3274.5
08-07-2012,25638.11,2112.07,222.96,24897.72,3251.47
09-07-2012,25530.11,2114.6,223,24565.07,3243.48
10-07-2012,25310.33,2110.52,223.04,24695.12,3222.63
11-07-2012,25036.05,2110.23,223.08,24660.19,3198.99
12-07-2012,25252.32,2111.68,223.12,24585.53,3218.24
13-07-2012,25044.43,2110.71,223.25,24807.35,3199.95
14-07-2012,25150.35,2113.3,223.29,24510.24,3210.32
15-07-2012,25320.44,2111.26,223.33,24376.76,3223.86
16-07-2012,25494.37,2116.85,223.37,24514.13,3241.55
17-07-2012,25803.78,2120.2,223.42,24010.02,3269.72
18-07-2012,25519.22,2120.56,223.55,24279.13,3245.54
19-07-2012,25735.9,2117.23,223.59,24556.45,3262.42
20-07-2012,25590.65,2114.41,223.63,24415.31,3248.58
21-07-2012,25850.3,2118.21,223.67,24293.5,3272.71
22-07-2012,25838.71,2118.67,223.72,24385.76,3271.95
23-07-2012,25838.71,2119.12,223.85,24414.65,3272.17
24-07-2012,26034.13,2121.48,223.89,24300.74,3290.09
25-07-2012,26079.48,2120.82,223.93,24335.61,3293.64
26-07-2012,25960.03,2121.48,223.98,24251.39,3283.74
27-07-2012,26117.54,2121.15,224.02,24150.47,3297.07
28-07-2012,26160.9,2123.13,224.15,24147.58,3301.76
29-07-2012,25623.35,2125.85,224.19,24592.5,3257.1
30-07-2012,25580.34,2128.25,224.23,24623.78,3254.61
31-07-2012,25406.33,2127.1,224.27,25089.36,3239.14
01-08-2012,24851.83,2129.35,224.32,25502.12,3192.78
02-08-2012,24934.33,2130.29,224.45,25370.23,3200.31
03-08-2012,24825.04,2131.91,224.49,25108.21,3191.77
04-08-2012,24682.03,2129.57,224.53,25012.16,3178.35
05-08-2012,24854.11,2127.76,224.57,25149.79,3192.18
06-08-2012,24772.97,2127.97,224.62,24940.93,3185.34
07-08-2012,24455.04,2123.82,224.75,25369.47,3156.04
08-08-2012,24188.37,2123.66,224.79,25322.59,3133.12
09-08-2012,24479.84,2125.94,224.83,25308.29,3159.22
10-08-2012,24062.04,2128.11,224.88,25716.47,3124.53
11-08-2012,23962.21,2133.6,224.92,25670.07,3118.72
12-08-2012,24435.66,2133.12,225.05,25498.52,3159.03
13-08-2012,24485.95,2131.6,225.09,25803.54,3162.57
14-08-2012,24485.95,2132.06,225.13,26089.05,3162.8
15-08-2012,24492.39,2132.26,225.18,26362.4,3163.45
16-08-2012,24469.57,2133.06,225.22,26082.88,3161.9
17-08-2012,24870.69,2133.74,225.35,26083.34,3196.59
18-08-2012,24824.83,2135.16,225.39,26318.88,3193.37
19-08-2012,24539,2131.08,225.44,26379.48,3166.86
20-08-2012,24223.32,2127.71,225.48,26686.33,3138.14
21-08-2012,24338.43,2130.83,225.52,26830.6,3149.56
22-08-2012,24616.97,2134.27,225.65,27354.23,3175.13
23-08-2012,24287.42,2133.39,225.69,27852.76,3146.47
24-08-2012,24020.98,2133.24,225.73,27744.58,3123.58
25-08-2012,23758.9,2133.55,225.78,27930.03,3101.29
26-08-2012,22951.83,2134.72,225.82,29343.68,3032.77
27-08-2012,22986.12,2133.83,225.95,28985.35,3035.26
28-08-2012,23554.12,2132.6,225.99,28333.12,3083.28
29-08-2012,23191.97,2128.04,226.04,28249.31,3049.99
30-08-2012,23381.87,2124.42,226.08,28396.27,3064.44
31-08-2012,23649.22,2124.76,226.12,29031.42,3087.5
01-09-2012,23709.15,2125.22,226.25,28934.93,3092.87
02-09-2012,23788.79,2123.85,226.29,28471.72,3099
03-09-2012,23410.18,2118.51,226.34,28924.37,3063.91
04-09-2012,23088.93,2116.1,226.38,28914.06,3035.19
05-09-2012,22976,2110.66,226.42,29181.44,3022.81
06-09-2012,23154.3,2111.11,226.55,28883.82,3038.3
07-09-2012,23002,2131.98,226.59,29026.04,3035.69
08-09-2012,23779.35,2141.93,226.64,28695.38,3107.23
09-09-2012,24242.98,2141.83,226.68,28729.82,3146.88
10-09-2012,24606.99,2139.45,226.72,29153.26,3176.86
11-09-2012,24646.48,2140.37,226.85,28975.33,3180.7
12-09-2012,24646.48,2141.75,226.9,29180.54,3181.39
13-09-2012,24659.23,2144.69,226.94,29175.82,3183.96
14-09-2012,24793.96,2143.28,226.98,28907.71,3194.79
15-09-2012,24623.34,2144.82,227.03,29410.59,3180.95
16-09-2012,24717.99,2145.15,227.16,28714.93,3189.22
17-09-2012,24804.28,2149.42,227.2,28504.41,3198.74
18-09-2012,24551.17,2155.79,227.24,28536.41,3180.25
19-09-2012,24682.48,2156.07,227.29,29160.84,3191.64
20-09-2012,24677.37,2162.49,227.33,28802.16,3194.41
21-09-2012,24952.74,2164.69,227.47,28640.76,3219.09
22-09-2012,25285.37,2173.59,227.51,28426.87,3252.02
23-09-2012,25330.49,2171.12,227.55,28642.34,3254.65
24-09-2012,25337.56,2170.31,227.6,28068.81,3254.85
25-09-2012,25337.56,2170.78,227.65,27989.47,3255.09
26-09-2012,25337.56,2171.24,227.78,27941.34,3255.32
27-09-2012,24966.4,2175.27,227.83,27953.57,3225.55
28-09-2012,24900.46,2175.09,227.87,28346.47,3219.81
29-09-2012,25338.58,2176.67,227.92,27944.57,3258.12
30-09-2012,25341.86,2182.19,227.98,28072.82,3261.16
01-10-2012,25269.64,2182.65,228.14,27884.75,3255.21
02-10-2012,25399.65,2187.38,228.19,27614.5,3268.71
03-10-2012,24883.59,2190.68,228.23,28105.96,3226.16
04-10-2012,24900.63,2188.83,228.27,27945.22,3226.7
05-10-2012,24685.42,2193.66,228.31,28466.73,3210.69
06-10-2012,24673.84,2194.13,228.43,28372.22,3209.93
07-10-2012,25022.16,2197.62,228.47,28659.52,3241.5
08-10-2012,25145.59,2202.16,228.52,28611.99,3254.34
09-10-2012,25626.75,2199.47,228.56,28411.66,3294.2
10-10-2012,25626.75,2199.93,228.6,28094.19,3294.43
11-10-2012,25626.75,2200.4,228.72,28273.34,3294.66
12-10-2012,25816.36,2199.56,228.76,28112.88,3310.48
13-10-2012,25816.36,2200.03,228.8,28430.77,3310.71
14-10-2012,25844.18,2200.39,228.84,28290.88,3313.27
15-10-2012,25880.38,2196.98,228.89,28538.93,3314.67
16-10-2012,25838.14,2198.41,229.01,28233.16,3311.77
17-10-2012,25678.93,2200.83,229.05,28371.96,3299.34
18-10-2012,26007.3,2198.12,229.09,28379.07,3326.11
19-10-2012,26064.12,2200.32,229.14,28421.67,3332.07
20-10-2012,25603.1,2201.81,229.18,28903.49,3293.34
21-10-2012,25606.62,2202.59,229.3,29536.31,3294.04
22-10-2012,25436.97,2205.85,229.34,29452.46,3281.14
23-10-2012,25229.7,2205,229.38,29418.51,3262.96
24-10-2012,25101.73,2205.04,229.43,29299.78,3252.02
25-10-2012,25262.21,2206.33,229.47,29236.27,3266.41
26-10-2012,25228.5,2206.64,229.59,29498.88,3263.68
27-10-2012,25688.86,2209.99,229.63,28995.71,3304.77
28-10-2012,25772.53,2210.16,229.67,29001.7,3312.03
29-10-2012,25597.02,2211.02,229.72,29229.71,3297.42
30-10-2012,25790.22,2212.28,229.76,28989.9,3314.6
31-10-2012,25489.57,2210.48,229.88,29264.74,3287.95
01-11-2012,25653.23,2211.88,229.92,29265.9,3302.67
02-11-2012,25773.61,2212.22,229.97,29398.38,3313.15
03-11-2012,25704.61,2211.13,230.01,29036.54,3306.7
04-11-2012,25399.72,2209.96,230.05,29090.32,3280
05-11-2012,25301.9,2211.37,230.17,29013.38,3272.33
06-11-2012,25230.36,2213.04,230.21,28943.19,3267.04
07-11-2012,25305.47,2214.31,230.26,28520.93,3274.11
08-11-2012,25881.17,2214.27,230.3,28304.94,3323.38
09-11-2012,26366.68,2214.13,230.34,28066.64,3364.89
10-11-2012,26653.6,2214.5,230.46,27931.84,3389.64
11-11-2012,26725.6,2217.3,230.5,27832.41,3397.21
12-11-2012,26667.96,2217.11,230.54,28071.62,3392.18
13-11-2012,26713.93,2216.13,230.59,28121.6,3395.63
14-11-2012,26843.14,2216.06,230.63,27996.85,3406.65
15-11-2012,26843.03,2215.9,230.75,28657.78,3406.56
16-11-2012,26777.45,2220.01,230.79,28585.29,3403
17-11-2012,27009.67,2219.1,230.83,28496.89,3422.43
18-11-2012,27020.66,2219.53,230.87,28847.51,3423.59
19-11-2012,26763.46,2219.32,230.91,29117.86,3401.46
20-11-2012,26635.75,2219.77,231.03,29321.15,3390.75
21-11-2012,26396.77,2218.53,231.07,29651.27,3369.67
22-11-2012,26395.71,2218.27,231.11,29739.49,3369.44
23-11-2012,26726.34,2220.14,231.16,29775.29,3398.69
24-11-2012,26525.46,2221.91,231.2,29594.24,3382.37
25-11-2012,26625.91,2222.44,231.32,29936.66,3391.24
26-11-2012,26866.92,2222.19,231.36,29953.61,3411.76
27-11-2012,26812.78,2225.99,231.4,29481.38,3409.02
28-11-2012,26765.65,2227.23,231.44,29355.93,3405.6
29-11-2012,27002.22,2228.63,231.48,29035.38,3426.56
30-11-2012,26397.71,2229.06,231.61,30704.4,3375.01
01-12-2012,26402.96,2234.14,231.65,30923.5,3378
02-12-2012,26524.55,2236.89,231.69,30546.71,3389.79
03-12-2012,26740.39,2237.87,231.73,30562.36,3408.76
04-12-2012,26999.72,2240.5,231.77,30675.75,3432.28
05-12-2012,27144.91,2242.61,231.89,30997.69,3445.77
06-12-2012,27278.76,2244.37,231.93,31228.35,3458.11
07-12-2012,27166.87,2248.1,231.97,31431.47,3450.39
08-12-2012,27166.87,2248.57,232.01,31600.12,3450.63
09-12-2012,27201.49,2253.87,232.05,31563.16,3456.25
10-12-2012,27126.9,2254.42,232.17,31539.72,3450.13
11-12-2012,27626.69,2255.95,232.22,31272.59,3493.69
12-12-2012,27808.14,2261.68,232.26,30646.68,3512.1
13-12-2012,27815.18,2267.62,232.3,30930.38,3515.67
14-12-2012,27942.11,2270.21,232.34,30672.47,3527.83
15-12-2012,27836.5,2269.92,232.46,30872.37,3518.65
16-12-2012,27746.66,2271.23,232.5,30661.57,3511.61
17-12-2012,27787.62,2274.12,232.55,30769.57,3516.56
18-12-2012,27915.89,2277.71,232.59,30377.41,3529.34
19-12-2012,27710.52,2278.81,232.63,30722.24,3512.3
20-12-2012,27803.24,2282.03,232.75,30521.64,3521.85
21-12-2012,28095.34,2284.51,232.8,30480.81,3548.11
22-12-2012,27976.52,2284.79,232.84,30549.77,3538.07
23-12-2012,28024.33,2285.7,232.88,30887.21,3542.62
24-12-2012,28208.62,2292.72,232.92,30766.61,3561.91
25-12-2012,28051.86,2298.28,233.05,30941.33,3551.27
26-12-2012,28003.12,2306.2,233.09,31051.92,3551.05
27-12-2012,27981.71,2302.42,233.13,31253.5,3547.33
28-12-2012,27697.51,2297.83,233.17,31160.8,3520.7
29-12-2012,27714.37,2300.86,233.21,31270.59,3523.66
30-12-2012,28078.35,2303.95,233.34,30687.89,3556.37
31-12-2012,28182.57,2303.26,233.38,30663.69,3564.95
01-01-2013,28085.16,2311.41,233.42,30770.56,3560.68
02-01-2013,27774.88,2319.17,233.46,30902.22,3537.99
03-01-2013,27859.6,2322.31,233.51,30716.42,3546.82
04-01-2013,28152.4,2321.53,233.63,30727.14,3571.5
05-01-2013,28152.4,2322.95,233.67,30774.69,3572.21
06-01-2013,28064.61,2322.25,233.72,30937.1,3564.34
07-01-2013,28005.37,2322.72,233.76,31006.9,3559.51
08-01-2013,28123.44,2319.16,233.8,31062.24,3567.84
09-01-2013,28077,2317.76,233.92,30961.49,3563.16
10-01-2013,27985.54,2316.48,233.97,30927.77,3554.69
11-01-2013,27990.21,2315.35,234.01,30869.59,3554.52
12-01-2013,28059.94,2319.59,234.05,30540.08,3562.61
13-01-2013,27835.91,2323.92,234.09,30443.22,3545.6
14-01-2013,27782.25,2324.48,234.22,30489.34,3541.28
15-01-2013,27902.66,2325.99,234.26,30526.9,3552.35
16-01-2013,28343.01,2330.56,234.3,30258.04,3592.34
17-01-2013,28452.17,2330.59,234.34,30130.15,3601.7
18-01-2013,28423.48,2333.48,234.38,30163.84,3600.69
19-01-2013,28532.11,2333.04,234.51,30404.23,3609.77
20-01-2013,28532.11,2334.46,234.55,30299.72,3610.48
21-01-2013,28978.02,2336.32,234.59,30746.05,3649.59
22-01-2013,28926.36,2342.92,234.63,30736.55,3648.47
23-01-2013,29045.28,2343.75,234.68,30649.28,3659.07
24-01-2013,28797.25,2343.9,234.8,30529.6,3637.91
25-01-2013,28353.54,2340.39,234.84,30452.89,3598.16
26-01-2013,28353.54,2340.86,234.88,30438.61,3598.39
27-01-2013,28372.23,2339.87,234.93,30373.22,3599.5
28-01-2013,28412.89,2342.37,234.97,30201.05,3604.23
29-01-2013,28599.03,2343.67,235.09,30210.19,3620.82
30-01-2013,28634.5,2344.84,235.14,30235.49,3624.44
31-01-2013,28523.2,2343.53,235.18,30277.19,3614.25
01-02-2013,28507.42,2345.61,235.22,30666.95,3613.94
02-02-2013,28773.13,2355.25,235.26,30626.32,3641.52
03-02-2013,28668.22,2358.24,235.39,30667.26,3634.03
04-02-2013,28294.28,2365.12,235.43,30632.35,3605.45
05-02-2013,28223.7,2370.36,235.47,30296.99,3602.02
06-02-2013,28292.81,2369.62,235.52,30133.34,3607.57
07-02-2013,27827.53,2362.89,235.56,30317.79,3564.36
08-02-2013,27865.96,2363.63,235.68,30102.74,3568.03
09-02-2013,28243.29,2372.71,235.73,30006.6,3604.87
10-02-2013,28334.55,2376.47,235.77,29035.46,3614.57
11-02-2013,28220.98,2387.19,235.81,28982.9,3610.2
12-02-2013,28106.21,2384.97,235.85,28763.19,3599.27
13-02-2013,28061.14,2380.46,235.97,28773.14,3593.15
14-02-2013,28082.34,2386.31,236.01,28789.32,3597.89
15-02-2013,28082.34,2386.79,236.05,28788.22,3598.13
16-02-2013,28082.34,2387.26,236.09,28826.51,3598.37
17-02-2013,27643.11,2383.78,236.13,28882.79,3559.02
18-02-2013,27673.6,2382.85,236.25,28675.9,3561.16
19-02-2013,27529.97,2380.34,236.29,28824.9,3547.61
20-02-2013,28050.88,2385.01,236.33,28964.32,3594.55
21-02-2013,27984.37,2385.49,236.38,29076.99,3589.09
22-02-2013,28129.84,2383.97,236.42,29079.1,3600.79
23-02-2013,28077.18,2383.98,236.54,29138.04,3596.29
24-02-2013,28179.08,2386.36,236.58,29049.81,3606.2
25-02-2013,28091.42,2384.8,236.62,29260.64,3597.91
26-02-2013,27836.51,2385.62,236.66,29116.37,3576.5
27-02-2013,27915.9,2383.1,236.7,29154.25,3582.04
28-02-2013,27941.51,2381.64,236.82,29294.16,3583.5
01-03-2013,27930.21,2382.59,236.86,29277.17,3583.01
02-03-2013,27876.61,2383.23,236.9,29528.44,3578.74
03-03-2013,27527.22,2380.8,236.95,29769.69,3547.6
04-03-2013,27430.28,2382.76,236.99,29873.85,3540.28
05-03-2013,27274.15,2380.32,237.11,29942.34,3525.69
06-03-2013,27458.99,2380.5,237.15,29395.86,3541.61
07-03-2013,27591.14,2383.37,237.19,29044.46,3554.36
08-03-2013,27252.53,2402.38,237.23,29209.89,3534.87
09-03-2013,27517.68,2407.43,237.27,28951.23,3560.1
10-03-2013,26818.82,2404.41,237.39,28452.2,3498.75
11-03-2013,26818.82,2405.84,237.43,28429.08,3499.46
12-03-2013,26304.63,2418.64,237.47,28611.71,3461.83
13-03-2013,26298.69,2444.27,237.51,28636.54,3474.14
14-03-2013,26227.62,2443,237.55,28439.88,3467.41
15-03-2013,26150.24,2442.52,237.68,28328.24,3460.55
16-03-2013,25765.14,2457.54,237.72,28469.07,3435.08
17-03-2013,25960.78,2469.47,237.76,28496.87,3457.8
18-03-2013,26051.81,2482.48,237.8,28079.94,3472.1
19-03-2013,25860.17,2493.42,237.84,27981.45,3461.16
20-03-2013,26316.34,2505.63,237.96,27935.32,3506.33
21-03-2013,26316.34,2506.11,237.96,27935.32,3506.57
22-03-2013,26350.17,2482.7,238,28227.84,3497.76
23-03-2013,26394.01,2479.85,238.05,28044.3,3500.09
24-03-2013,26652.81,2488.52,238.09,27580.31,3526.58
25-03-2013,26559.92,2493.87,238.13,27527.73,3521.31
26-03-2013,26230.66,2489,238.25,27613.49,3490.68
27-03-2013,26349.1,2494.77,238.29,27445.14,3503.7
28-03-2013,26392.76,2494.03,238.33,27305.03,3507.07
29-03-2013,26236.87,2486.33,238.37,27294.48,3489.87
30-03-2013,26694.28,2456.91,238.41,27107.4,3514.33
31-03-2013,26747.18,2452.16,238.58,26879.48,3516.49
01-04-2013,26747.18,2453.6,238.58,26879.48,3517.2
02-04-2013,26697.82,2454.09,238.62,26897.68,3513.22
03-04-2013,26602.84,2457.78,238.66,26498.4,3506.94
04-04-2013,26519.07,2445.73,238.7,26314.68,3493.74
05-04-2013,26489.56,2440.61,238.82,26438.6,3488.65
06-04-2013,26374.7,2439.59,238.86,26556.75,3478.3
07-04-2013,26307.98,2440.74,238.9,26484.76,3473.17
08-04-2013,26242.38,2443.03,238.95,26417.85,3468.69
09-04-2013,25979.6,2440.07,238.99,26372,3444.71
10-04-2013,26040.7,2433.18,239.11,26422.71,3446.5
11-04-2013,25807.1,2425.52,239.15,26388.16,3422.67
12-04-2013,26213.44,2422.08,239.19,26641.49,3455.74
13-04-2013,26210.68,2422.24,239.23,26780.72,3455.59
14-04-2013,26366.15,2429.64,239.27,27112.5,3472.6
15-04-2013,26626.46,2439.19,239.4,26792.76,3499.66
16-04-2013,26595.45,2456.03,239.44,26912.55,3505.43
17-04-2013,26643.24,2471.28,239.48,27219.34,3517.15
18-04-2013,26633.13,2464.77,239.52,27218.32,3513.03
19-04-2013,26878.24,2467.12,239.56,27569.61,3535.19
20-04-2013,26759.23,2463.11,239.68,27395.59,3522.99
21-04-2013,26726.55,2459.88,239.72,27691.44,3518.58
22-04-2013,26899.56,2462.59,239.76,27841.22,3534.75
23-04-2013,27140.41,2461.55,239.8,27989.29,3554.86
24-04-2013,27247.16,2466.72,239.84,27977.57,3566.58
25-04-2013,27238.06,2462.86,239.97,28052.15,3563.87
26-04-2013,27288.17,2460.58,240.01,28153.09,3567.02
27-04-2013,27235.66,2463.73,240.05,28432.28,3564.1
28-04-2013,27257.64,2460.97,240.09,28181.56,3564.6
29-04-2013,27308.6,2455.16,240.13,28216.71,3566.06
30-04-2013,27034.5,2455.65,240.25,28365.08,3542.84
01-05-2013,27117.34,2460.22,240.29,28566.16,3552.22
02-05-2013,27375.58,2460.9,240.33,28319.23,3574.67
03-05-2013,27708.14,2462.92,240.41,28097.08,3604.15
04-05-2013,27708.14,2463.4,240.41,28097.08,3604.4
05-05-2013,27882.46,2463.58,240.54,27859.16,3619.41
06-05-2013,27849.56,2466.62,240.58,27927.91,3618.12
07-05-2013,27655.96,2465.16,240.62,28244.4,3600.81
08-05-2013,28141.64,2466.82,240.66,28061.67,3643.22
09-05-2013,28226.61,2468.61,240.7,28161.82,3651.4
10-05-2013,28240.52,2468.23,240.82,28237.72,3652.4
11-05-2013,28439.28,2468.09,240.87,28548.73,3669.35
12-05-2013,28335.16,2465.73,240.91,28592.06,3659.25
13-05-2013,28289.92,2442.39,240.95,28675.08,3643.71
14-05-2013,28329.7,2406.15,240.99,28227.88,3629
15-05-2013,28334.25,2406.23,241.11,28362.49,3629.42
16-05-2013,28351.62,2405.29,241.15,28225.59,3630.44
17-05-2013,28339.31,2399.15,241.19,28251.6,3626.32
18-05-2013,28155.56,2400.42,241.24,28373.92,3611.22
19-05-2013,28301.27,2402.45,241.28,28567.52,3624.71
20-05-2013,28468.75,2403.2,241.4,28442.87,3639.43
21-05-2013,28661.58,2403.97,241.48,28491.58,3656.32
22-05-2013,28661.58,2404.45,241.48,28491.58,3656.56
23-05-2013,28864.71,2395.8,241.52,28487.03,3669.63
24-05-2013,28892.97,2397.06,241.68,28703.76,3672.68
25-05-2013,28892.97,2397.54,241.68,28703.76,3672.92
26-05-2013,28812.88,2403.71,241.72,28725.98,3669.15
27-05-2013,28743.32,2402.26,241.76,28620.1,3662.47
28-05-2013,28984.49,2398.71,241.8,28707.82,3681.34
29-05-2013,28839.79,2402.34,241.84,28303.28,3670.77
30-05-2013,28832.45,2407.96,241.97,28356.45,3672.95
31-05-2013,29048.19,2402.37,242.01,28099.92,3688.63
01-06-2013,28999.56,2399.93,242.05,27865.9,3683.24
02-06-2013,28901.94,2399.63,242.09,27704.28,3674.74
03-06-2013,28929.13,2399.21,242.13,27548.37,3676.85
04-06-2013,28946.23,2395.07,242.29,27580.8,3676.25
05-06-2013,28946.23,2396.52,242.29,27580.8,3676.97
